_id,Station_ID,Timestamp,PM2_5,PM10,NO2,AQI,Year,Month
AQ_0502644,ST_010,12/15/2025 19:29,203.34,290.85,39,292,2025,December
AQ_0484027,ST_010,9/21/2025 11:05,349.41,164.78,28.59,307,2025,September
AQ_0349726,ST_010,11/27/2021 14:53,297.65,144.58,48.16,164,2021,November
AQ_0014491,ST_010,1/14/2024 10:26,255.07,112.69,56.79,179,2024,January
AQ_0157449,ST_010,2/24/2026 15:27,324.04,189.49,50.25,170,2026,February
AQ_0192438,ST_010,7/5/2022 10:38,217.87,253.38,55.28,281,2022,July
AQ_0215944,ST_010,12/28/2020 17:58,155.24,184.73,66.29,431,2020,December
AQ_0234868,ST_010,8/24/2024 6:57,344.43,474.36,28.12,331,2024,August
AQ_0051023,ST_010,2/16/2021 8:03,165.66,433.19,30.46,198,2021,February
AQ_0117069,ST_010,7/26/2025 3:19,322.4,178.88,17.49,428,2025,July
AQ_0589064,ST_010,11/28/2023 10:28,91.77,485.14,65.63,110,2023,November
AQ_0298027,ST_010,11/18/2025 5:47,10.74,232.36,52.03,193,2025,November
AQ_0426248,ST_010,2/4/2020 6:19,303.18,457.96,45.82,143,2020,February
AQ_0189807,ST_010,9/21/2026 13:17,283.7,487.48,12.88,150,2026,September
AQ_0414911,ST_010,1/21/2020 5:57,121.73,134.25,29.27,270,2020,January
AQ_0034796,ST_010,4/5/2023 14:37,148.43,406.15,42.35,267,2023,April
AQ_0568232,ST_010,5/12/2023 23:45,231.53,331.61,64.46,270,2023,May
AQ_0323344,ST_010,11/8/2024 9:39,267.11,194.76,28.68,464,2024,November
AQ_0022764,ST_010,3/7/2022 4:29,54.57,469.65,63.37,490,2022,March
AQ_0182211,ST_010,2/18/2024 11:26,251.44,456.79,53.59,240,2024,February
AQ_0026109,ST_010,5/6/2023 6:02,91.91,403.16,48.24,434,2023,May
AQ_0531156,ST_010,11/15/2025 17:21,299.91,397.22,14.66,87,2025,November
AQ_0042570,ST_010,11/14/2023 18:47,200.31,253.06,33.32,408,2023,November
AQ_0457740,ST_010,6/13/2021 9:58,195.55,58.36,34.11,112,2021,June
AQ_0556806,ST_010,3/6/2023 10:29,281.42,169.66,35.54,453,2023,March
AQ_0176709,ST_010,4/21/2023 23:52,330.04,52.23,34.87,282,2023,April
AQ_0126158,ST_010,12/7/2021 12:05,124.59,75.58,25.9,311,2021,December
AQ_0210835,ST_010,11/25/2022 13:55,252.49,21.54,6.98,493,2022,November
AQ_0069790,ST_010,9/30/2019 20:38,147.76,164.91,7.61,194,2019,September
AQ_0294925,ST_010,4/30/2025 22:35,187.41,302.49,53.92,61,2025,April
AQ_0566970,ST_010,5/31/2023 17:50,312.51,463.65,59.3,252,2023,May
AQ_0037935,ST_010,1/15/2024 18:25,215.73,136.82,40.01,344,2024,January
AQ_0196616,ST_010,9/29/2023 8:06,253.11,433.61,20.2,139,2023,September
AQ_0071656,ST_010,7/23/2019 5:32,299.36,325.42,24.45,228,2019,July
AQ_0277603,ST_010,3/15/2024 8:16,158.19,264.02,69.45,459,2024,March
AQ_0267684,ST_010,2/25/2019 15:21,346.76,99.59,42.15,491,2019,February
AQ_0478918,ST_010,12/5/2019 1:06,229.93,372.17,59.09,392,2019,December
AQ_0078085,ST_010,5/9/2020 16:26,91.97,472.53,26.28,318,2020,May
AQ_0032151,ST_010,2/20/2020 1:48,85.59,472.98,67.84,45,2020,February
AQ_0187400,ST_010,2/28/2025 23:36,74.34,479.94,14.96,282,2025,February
AQ_0548136,ST_010,6/19/2020 13:40,37.94,400.33,69.15,410,2020,June
AQ_0147520,ST_010,8/20/2020 5:21,59.69,216.46,60.31,66,2020,August
AQ_0007938,ST_006,12/16/2024 12:10,85.57,150.91,18.31,499,2024,December
AQ_0011597,ST_006,9/23/2021 22:40,281.72,76.39,23.54,499,2021,September
AQ_0019664,ST_006,2/17/2023 6:33,162.99,176.54,18.19,499,2023,February
AQ_0021130,ST_006,4/30/2020 13:30,340.99,38.84,25.3,499,2020,April
AQ_0025938,ST_006,10/25/2026 5:23,158.9,213.01,11.46,499,2026,October
AQ_0035994,ST_006,7/5/2021 19:19,226.41,363.56,59.71,499,2021,July
AQ_0036608,ST_006,5/6/2024 12:41,96.9,414.41,49.87,499,2024,May
AQ_0043751,ST_006,7/11/2025 22:36,47.48,404.61,21.6,499,2025,July
AQ_0046490,ST_006,6/23/2021 11:16,54.7,363.27,16.98,499,2021,June
AQ_0052273,ST_006,12/27/2025 19:53,205.66,43.52,39.03,499,2025,December
AQ_0064262,ST_006,4/4/2024 5:39,215.77,348.84,56.64,499,2024,April
AQ_0077363,ST_006,4/5/2022 22:42,264.89,294.48,50.76,499,2022,April
AQ_0079941,ST_006,11/1/2021 12:57,66.85,339.39,30.23,499,2021,November
AQ_0086773,ST_006,4/20/2024 21:00,46.29,492.52,5.32,499,2024,April
AQ_0087620,ST_006,11/30/2025 1:55,223.06,69.68,31.15,499,2025,November
AQ_0088910,ST_006,10/13/2020 22:13,335.49,382.57,30.71,499,2020,October
AQ_0097924,ST_006,11/5/2020 14:29,30.63,389.83,14.62,499,2020,November
AQ_0100518,ST_006,4/14/2023 16:28,302.21,323.72,47.74,499,2023,April
AQ_0106491,ST_006,10/16/2025 16:17,146.23,440.35,48.9,499,2025,October
AQ_0111806,ST_006,12/3/2023 23:02,52.5,454.16,21.96,499,2023,December
AQ_0120264,ST_006,2/12/2020 20:39,280.77,257.62,13.51,499,2020,February
AQ_0123742,ST_006,10/8/2023 8:47,46.9,129.88,35.27,499,2023,October
AQ_0124238,ST_006,7/23/2024 7:27,222.06,164.88,17.64,499,2024,July
AQ_0126923,ST_006,6/11/2020 10:49,201.55,125.62,36.44,499,2020,June
AQ_0145867,ST_006,8/13/2024 11:24,161.41,106.39,58.82,499,2024,August
AQ_0149311,ST_006,4/28/2023 10:38,149.72,333.64,22.71,499,2023,April
AQ_0150178,ST_006,3/23/2025 21:58,13.76,43.4,25.98,499,2025,March
AQ_0152856,ST_006,11/28/2019 1:05,183.47,395.8,43.32,499,2019,November
AQ_0155942,ST_006,8/31/2025 7:27,134.75,355.81,53.84,499,2025,August
AQ_0173499,ST_006,4/29/2021 1:16,93.28,439.84,32.29,499,2021,April
AQ_0179546,ST_006,3/17/2024 6:41,64.13,336.63,33.36,499,2024,March
AQ_0181782,ST_006,9/18/2019 13:16,279.78,428.62,56.2,499,2019,September
AQ_0188672,ST_006,9/22/2020 11:21,27.24,442.9,6.2,499,2020,September
AQ_0188878,ST_006,7/30/2020 15:01,246.96,115.7,63.48,499,2020,July
AQ_0189754,ST_006,1/28/2024 4:19,30.23,436.08,48.9,499,2024,January
AQ_0192309,ST_006,4/27/2026 3:19,281.15,134.14,33.37,499,2026,April
AQ_0194164,ST_006,9/15/2026 14:45,88.23,483.85,36.17,499,2026,September
AQ_0199375,ST_006,10/23/2025 16:28,259.58,362.07,7.34,499,2025,October
AQ_0209779,ST_006,8/25/2020 20:22,58.01,372.73,54.64,499,2020,August
AQ_0209910,ST_006,5/4/2026 6:48,61.37,22.18,53.3,499,2026,May
AQ_0214431,ST_006,10/27/2022 23:28,149.28,139.41,5.32,499,2022,October
AQ_0216610,ST_006,12/3/2022 18:07,296.23,47.37,24.65,499,2022,December
AQ_0225033,ST_006,1/5/2023 10:43,286.9,62.69,16.78,499,2023,January
AQ_0235279,ST_006,11/22/2025 18:50,245.25,489.54,23.38,499,2025,November
AQ_0246387,ST_006,10/9/2022 23:48,254.54,460.46,23.45,499,2022,October
AQ_0261833,ST_006,7/14/2021 19:45,268.81,212.8,54.42,499,2021,July
AQ_0271463,ST_006,8/11/2022 1:13,235.92,150.54,52.84,499,2022,August
AQ_0271882,ST_006,3/8/2021 12:21,76.5,164.65,40.36,499,2021,March
AQ_0272857,ST_006,6/1/2020 16:55,256.11,414,63.34,499,2020,June
AQ_0275123,ST_006,9/5/2023 19:31,270.08,200.87,66.83,499,2023,September
AQ_0284673,ST_006,10/29/2025 5:11,128.12,202.46,40.66,499,2025,October
AQ_0285009,ST_006,9/12/2026 7:56,198.71,310.42,6.96,499,2026,September
AQ_0295178,ST_006,6/26/2026 15:59,58.73,495.28,24.22,499,2026,June
AQ_0305026,ST_006,12/8/2023 17:00,181.01,215.45,24.19,499,2023,December
AQ_0312965,ST_006,2/23/2021 10:30,37.66,229.09,17.38,499,2021,February
AQ_0314243,ST_006,6/24/2020 5:28,137.07,202.82,50.95,499,2020,June
AQ_0317434,ST_006,6/14/2020 17:27,192.4,374.42,31.79,499,2020,June
AQ_0323379,ST_006,4/20/2025 6:30,48.9,354.82,47.27,499,2025,April
AQ_0326316,ST_006,10/11/2020 7:48,332.83,109.34,11.59,499,2020,October
AQ_0328609,ST_006,12/20/2023 16:35,186.79,476.82,68.39,499,2023,December
AQ_0329791,ST_006,2/7/2021 22:10,295.04,283.79,16.64,499,2021,February
AQ_0337072,ST_006,4/9/2026 23:21,306.93,387.82,41.93,499,2026,April
AQ_0340256,ST_006,9/15/2023 22:58,87.96,346.22,24.37,499,2023,September
AQ_0344493,ST_006,8/17/2021 5:25,77.67,169.18,54.11,499,2021,August
AQ_0354691,ST_006,5/21/2020 4:18,201.95,266.43,63.75,499,2020,May
AQ_0357248,ST_006,5/4/2025 13:48,145.88,240.14,9.14,499,2025,May
AQ_0358268,ST_006,2/15/2023 11:20,287.04,112.28,38.09,499,2023,February
AQ_0366534,ST_006,2/12/2025 5:22,315.39,73.64,68.59,499,2025,February
AQ_0367808,ST_006,7/14/2026 20:59,180.58,495.58,20.56,499,2026,July
AQ_0370805,ST_006,3/2/2020 3:41,203.41,255.03,38.72,499,2020,March
AQ_0373780,ST_006,5/14/2023 16:13,171.16,257.4,48.94,499,2023,May
AQ_0376453,ST_006,4/29/2019 6:47,348.25,404.88,14.38,499,2019,April
AQ_0377250,ST_006,3/3/2025 3:38,258.51,36.54,60.76,499,2025,March
AQ_0377484,ST_006,6/3/2022 16:25,101.3,173.13,55.66,499,2022,June
AQ_0377808,ST_006,1/29/2022 2:49,192.75,57.14,47.57,499,2022,January
AQ_0384993,ST_006,9/16/2022 14:34,41.7,183.73,18.98,499,2022,September
AQ_0388241,ST_006,11/16/2025 3:05,114.79,391.03,64.07,499,2025,November
AQ_0400668,ST_006,7/16/2025 18:35,154.15,361.84,63.51,499,2025,July
AQ_0400785,ST_006,12/27/2021 23:02,167.75,381.48,10.49,499,2021,December
AQ_0402223,ST_006,5/21/2020 14:05,104.07,422.1,54.2,499,2020,May
AQ_0403091,ST_006,2/10/2020 1:42,48.14,290.14,32.31,499,2020,February
AQ_0405982,ST_006,7/17/2020 6:06,167.78,183.08,34.22,499,2020,July
AQ_0406572,ST_006,12/31/2020 13:00,259.41,374.64,30.7,499,2020,December
AQ_0040166,ST_006,9/14/2023 10:18,214.96,295.52,24.68,443,2023,September
AQ_0118939,ST_006,9/5/2020 19:07,34.75,21.62,24.31,48,2020,September
AQ_0079686,ST_006,10/14/2023 20:15,156.98,238.9,64.69,191,2023,October
AQ_0298280,ST_006,5/5/2023 0:59,19.49,223.53,31.76,355,2023,May
AQ_0305058,ST_006,5/31/2022 12:45,87.29,401.74,28.14,22,2022,May
AQ_0134307,ST_006,8/6/2023 12:32,238.86,353.14,57.32,405,2023,August
AQ_0238812,ST_006,4/21/2023 10:48,58.89,210.32,28.27,328,2023,April
AQ_0232358,ST_006,2/18/2019 1:29,128.78,227.21,29.53,234,2019,February
AQ_0569583,ST_006,10/4/2025 9:51,35.17,248.2,28.24,454,2025,October
AQ_0033764,ST_006,5/9/2020 2:54,349.69,64.92,39.47,127,2020,May
AQ_0384748,ST_006,7/2/2020 7:21,137.06,123.69,35.01,402,2020,July
AQ_0506433,ST_006,8/24/2019 8:07,266.21,368.03,15.79,470,2019,August
AQ_0267669,ST_006,9/30/2020 15:36,20.25,405.6,6.5,147,2020,September
AQ_0111458,ST_006,12/18/2020 9:08,44.53,453.1,45.24,141,2020,December
AQ_0376360,ST_006,1/14/2019 1:21,139.88,488.52,33.53,392,2019,January
AQ_0431063,ST_006,5/12/2023 2:53,23.33,136.78,55.36,371,2023,May
AQ_0523512,ST_006,6/18/2024 4:03,101.17,424.31,52.45,79,2024,June
AQ_0380017,ST_006,9/22/2023 14:33,294.66,100.42,57.76,362,2023,September
AQ_0405914,ST_006,12/5/2024 11:17,189.28,366.46,57.3,34,2024,December
AQ_0511501,ST_006,3/9/2022 9:04,332,81.55,7.6,120,2022,March
AQ_0310651,ST_006,1/26/2022 13:14,93.76,492.4,38.35,53,2022,January
AQ_0599134,ST_006,12/2/2026 22:13,60.09,90.09,49.56,242,2026,December
AQ_0338063,ST_006,6/14/2024 18:54,278.94,36.12,9.5,398,2024,June
AQ_0299365,ST_006,7/26/2019 8:02,261.67,318.77,46.86,104,2019,July
AQ_0052159,ST_006,6/4/2025 2:20,108.93,368.79,61.57,171,2025,June
AQ_0208664,ST_006,2/22/2023 14:52,271.88,319.72,45.15,38,2023,February
AQ_0031530,ST_006,3/20/2019 2:11,20.46,52.23,30.25,167,2019,March
AQ_0579764,ST_006,12/12/2021 9:06,330.02,402.32,60.26,383,2021,December
AQ_0065570,ST_006,12/17/2022 22:36,326.88,425.33,41.06,148,2022,December
AQ_0018907,ST_006,4/21/2026 18:11,146.19,343.42,5.24,266,2026,April
AQ_0360773,ST_006,5/24/2025 4:18,304.71,90.37,22.7,482,2025,May
AQ_0349458,ST_006,5/22/2025 16:12,129.05,70.46,60.76,298,2025,May
AQ_0126570,ST_006,10/27/2020 6:39,160.41,111.09,28.82,26,2020,October
AQ_0386332,ST_006,5/11/2021 17:17,174.07,43.39,42.19,91,2021,May
AQ_0097512,ST_006,1/27/2026 7:02,161.18,142.59,11.23,126,2026,January
AQ_0162304,ST_006,12/25/2020 0:18,258.73,27.17,50.68,458,2020,December
AQ_0423752,ST_006,3/1/2020 17:51,336.39,263.96,33.28,253,2020,March
AQ_0051390,ST_006,1/6/2022 15:10,225.9,206.89,60.95,386,2022,January
AQ_0347951,ST_006,6/17/2026 10:33,226.7,167.31,67.43,88,2026,June
AQ_0090105,ST_006,1/18/2024 5:52,101.84,447.74,50.53,313,2024,January
AQ_0386809,ST_006,5/30/2020 20:51,220.5,108.55,21.02,451,2020,May
AQ_0254835,ST_006,10/19/2023 6:49,69.38,433.51,41.67,427,2023,October
AQ_0062112,ST_006,9/19/2022 9:47,208.08,53.21,47.07,294,2022,September
AQ_0158604,ST_006,5/5/2025 21:04,78.96,327.08,28.73,230,2025,May
AQ_0308859,ST_006,10/3/2023 1:34,261.54,484.03,31.49,221,2023,October
AQ_0532808,ST_006,12/24/2023 8:24,30.05,26.67,9.01,361,2023,December
AQ_0001179,ST_006,1/20/2021 16:57,154.98,156.49,53.31,370,2021,January
AQ_0526004,ST_006,10/5/2023 3:30,298.56,429.94,30.39,212,2023,October
AQ_0331204,ST_006,8/29/2024 13:48,323.38,201.72,56.19,481,2024,August
AQ_0015763,ST_006,8/18/2026 4:53,345.63,268.68,32.39,122,2026,August
AQ_0374739,ST_006,11/10/2025 0:04,289.61,281.23,32.32,357,2025,November
AQ_0592908,ST_006,4/14/2026 5:32,189.89,295.25,32.7,75,2026,April
AQ_0560331,ST_006,2/15/2026 6:50,313.69,269.2,42.66,430,2026,February
AQ_0417696,ST_006,5/15/2024 13:53,117.71,321.64,46.61,120,2024,May
AQ_0057965,ST_006,7/29/2019 5:04,284,37.66,44.22,388,2019,July
AQ_0462043,ST_006,12/12/2024 7:43,228.96,249.44,46.91,233,2024,December
AQ_0042383,ST_006,10/17/2020 0:00,166.8,224.62,24.75,151,2020,October
AQ_0372904,ST_006,3/14/2025 4:01,319.12,127.9,52.98,368,2025,March
AQ_0327192,ST_006,11/25/2021 2:32,20.63,229.89,17.05,348,2021,November
AQ_0091807,ST_006,6/26/2023 2:08,91.77,432.18,53.46,357,2023,June
AQ_0289730,ST_006,7/15/2021 14:22,74.38,282.26,28.35,401,2021,July
AQ_0549116,ST_006,1/16/2019 6:09,317.05,175.56,29.52,33,2019,January
AQ_0362705,ST_006,2/17/2020 14:20,36.27,75.24,19.16,54,2020,February
AQ_0364398,ST_006,2/17/2026 2:13,204.39,26.93,26.7,191,2026,February
AQ_0322439,ST_006,4/19/2023 2:10,315.94,117.51,28.2,141,2023,April
AQ_0480459,ST_006,11/24/2023 18:53,128.64,277.88,25.09,277,2023,November
AQ_0181340,ST_006,12/18/2021 14:48,233.65,298.15,7.7,273,2021,December
AQ_0032979,ST_006,7/2/2019 9:40,323.57,286.03,23.56,225,2019,July
AQ_0185846,ST_006,10/16/2019 14:24,316.26,285.38,15.08,405,2019,October
AQ_0068415,ST_006,6/6/2019 2:58,34.76,81.69,12.89,54,2019,June
AQ_0072973,ST_006,6/28/2024 16:34,138.31,116.83,54.48,28,2024,June
AQ_0271528,ST_006,4/28/2022 21:06,127.63,310.95,69.6,426,2022,April
AQ_0050680,ST_006,3/10/2023 0:00,323.63,123.06,35.24,498,2023,March
AQ_0383217,ST_006,3/19/2024 5:36,194.74,214.54,46.67,306,2024,March
AQ_0494496,ST_006,12/31/2019 22:33,239,20.21,35.57,311,2019,December
AQ_0040202,ST_006,8/26/2024 22:21,229.32,235.3,46.83,303,2024,August
AQ_0550103,ST_006,8/14/2020 0:20,182.27,219.43,35.2,338,2020,August
AQ_0065382,ST_006,3/31/2024 19:25,284.47,334.95,7.54,62,2024,March
AQ_0417360,ST_006,9/13/2023 21:33,331.51,371.19,33.31,139,2023,September
AQ_0025034,ST_006,3/20/2024 11:56,240.16,31.3,36.52,142,2024,March
AQ_0275246,ST_006,10/6/2025 20:00,257.42,359.3,15.69,132,2025,October
AQ_0252864,ST_006,7/28/2019 5:24,149.1,396.99,37.49,125,2019,July
AQ_0012555,ST_006,6/24/2019 12:20,35.34,136.89,11.84,159,2019,June
AQ_0513775,ST_006,10/8/2022 11:00,216.31,355.12,15.05,24,2022,October
AQ_0468238,ST_006,3/29/2021 22:01,186.95,235.46,60.76,431,2021,March
AQ_0178213,ST_006,5/28/2025 12:10,153.9,221.24,24.43,478,2025,May
AQ_0286046,ST_006,10/20/2021 22:49,32.29,305.28,32.71,454,2021,October
AQ_0375829,ST_006,12/26/2026 16:23,195.31,123.22,8.9,73,2026,December
AQ_0347185,ST_006,9/2/2019 5:27,315.03,156.95,43.69,375,2019,September
AQ_0325970,ST_006,2/7/2026 22:04,222.68,471.14,8.18,75,2026,February
AQ_0505405,ST_006,3/12/2022 10:47,59.52,37.7,38.03,201,2022,March
AQ_0046756,ST_006,12/17/2019 2:55,168.96,338.89,12.19,449,2019,December
AQ_0173627,ST_006,12/23/2019 8:27,234.35,172.42,56.01,242,2019,December
AQ_0437805,ST_006,2/12/2020 4:41,235.28,58.6,62.91,392,2020,February
AQ_0367800,ST_006,7/31/2024 16:29,341.69,438.99,66.19,318,2024,July
AQ_0505485,ST_006,7/27/2023 9:03,158.88,326.69,10.75,432,2023,July
AQ_0259351,ST_006,8/31/2022 15:47,275.06,362.28,23.19,282,2022,August
AQ_0181993,ST_006,6/27/2020 19:07,29.35,105.94,10.16,299,2020,June
AQ_0230614,ST_006,12/26/2026 14:57,275.78,201.83,49.05,235,2026,December
AQ_0337965,ST_006,7/25/2024 3:23,218.58,339.35,41.02,445,2024,July
AQ_0002862,ST_006,2/4/2020 16:11,92.08,380.72,50.57,144,2020,February
AQ_0134210,ST_006,6/21/2024 1:06,203.4,383.95,50.66,69,2024,June
AQ_0212285,ST_006,5/11/2026 16:50,326.27,334.49,22.28,216,2026,May
AQ_0192749,ST_006,5/9/2019 14:38,180.75,68.72,12.32,91,2019,May
AQ_0466967,ST_006,6/8/2023 10:08,288.51,125.12,37.2,472,2023,June
AQ_0339619,ST_006,9/7/2022 21:21,286.6,258.38,40.32,455,2022,September
AQ_0023938,ST_006,7/18/2019 5:01,193.67,439.65,6.61,237,2019,July
AQ_0398228,ST_006,8/12/2022 11:26,287.97,211.43,62.49,358,2022,August
AQ_0149687,ST_006,11/18/2019 9:38,81.39,54.03,29.79,433,2019,November
AQ_0096026,ST_006,12/6/2022 13:25,112.59,242.11,29.12,272,2022,December
AQ_0290425,ST_006,11/5/2019 15:05,123.76,392.83,42.86,364,2019,November
AQ_0276303,ST_006,1/11/2019 10:04,120.55,436.76,40.95,176,2019,January
AQ_0551118,ST_006,9/4/2021 21:40,282.4,131.17,16.1,195,2021,September
AQ_0453392,ST_006,1/17/2026 3:15,221.32,374.75,69.01,25,2026,January
AQ_0308962,ST_006,1/28/2024 21:56,87.08,68.09,69.52,179,2024,January
AQ_0423711,ST_006,9/28/2024 11:38,298.81,178.59,43.17,276,2024,September
AQ_0029392,ST_006,10/5/2026 17:29,84.67,355.49,25.16,186,2026,October
AQ_0014894,ST_006,10/2/2023 1:02,148.59,205.3,9.39,403,2023,October
AQ_0515369,ST_006,4/3/2019 20:57,13.03,410.94,6.85,331,2019,April
AQ_0212128,ST_006,7/17/2023 4:09,330.02,490.42,38.18,32,2023,July
AQ_0276002,ST_006,2/5/2020 16:33,264.71,446.44,22.49,45,2020,February
AQ_0102337,ST_006,11/7/2026 18:43,25.17,147.16,59.52,460,2026,November
AQ_0592066,ST_006,12/17/2020 10:10,111.92,189.81,65.31,354,2020,December
AQ_0121223,ST_006,5/16/2022 2:04,195.27,230.05,55.17,332,2022,May
AQ_0463851,ST_006,6/17/2020 15:42,348.7,211.18,5.14,407,2020,June
AQ_0561582,ST_006,9/13/2022 17:10,314.79,462.08,47.93,343,2022,September
AQ_0110939,ST_006,5/20/2020 11:44,324.3,189.56,38.99,101,2020,May
AQ_0076992,ST_006,12/28/2022 16:29,85.69,439.76,35.76,291,2022,December
AQ_0499141,ST_006,1/8/2024 2:41,339.26,318.03,33.11,119,2024,January
AQ_0421627,ST_006,2/11/2022 8:40,322.36,390.99,31.17,142,2022,February
AQ_0249286,ST_006,11/2/2020 0:06,69.81,403.65,55.28,266,2020,November
AQ_0495114,ST_006,7/18/2026 16:48,236.34,332.43,19.97,60,2026,July
AQ_0288811,ST_006,4/18/2026 11:17,18.7,386.22,59.48,112,2026,April
AQ_0386173,ST_006,9/14/2020 1:41,97.77,260.31,36.63,456,2020,September
AQ_0495437,ST_006,8/17/2020 11:25,110.1,174.69,36.86,67,2020,August
AQ_0063431,ST_006,3/31/2019 14:07,253.26,479.89,44.82,106,2019,March
AQ_0321545,ST_006,6/3/2025 7:13,187.91,452.83,12.99,350,2025,June
AQ_0411134,ST_006,6/21/2023 15:33,45.84,311.26,50.45,389,2023,June
AQ_0189013,ST_006,2/3/2024 0:38,80.23,463.77,14.95,134,2024,February
AQ_0269928,ST_006,1/2/2019 19:05,293.89,357.48,42.59,403,2019,January
AQ_0478338,ST_006,3/24/2025 11:47,338.25,371.53,13.88,259,2025,March
AQ_0315664,ST_006,1/18/2019 16:55,159,226.29,28.95,53,2019,January
AQ_0400848,ST_006,12/31/2025 23:39,112.17,326.45,59.72,52,2025,December
AQ_0378429,ST_006,6/24/2025 0:26,338.79,126.09,48.16,334,2025,June
AQ_0186942,ST_006,6/20/2019 23:07,318.25,463.93,45.96,428,2019,June
AQ_0398427,ST_006,11/15/2026 13:37,244.26,86.56,52.67,148,2026,November
AQ_0262245,ST_006,12/6/2025 14:03,225.7,125.01,11.48,469,2025,December
AQ_0206918,ST_006,7/20/2025 1:00,232.25,92.08,40.11,399,2025,July
AQ_0563279,ST_006,6/25/2021 8:36,286.73,450.09,13.33,423,2021,June
AQ_0336711,ST_006,4/11/2023 22:12,210.4,497.91,39.98,457,2023,April
AQ_0166904,ST_006,12/27/2020 5:15,130.09,111.96,29.93,194,2020,December
AQ_0405688,ST_006,10/31/2020 20:11,271.28,218,27.02,67,2020,October
AQ_0460922,ST_006,9/21/2020 6:58,80.76,390.8,17.27,57,2020,September
AQ_0484118,ST_006,7/14/2025 21:05,191.05,367.5,37.71,160,2025,July
AQ_0240177,ST_006,7/13/2020 15:13,277.24,251.89,12.26,153,2020,July
AQ_0251231,ST_006,10/28/2022 9:27,140.54,106.99,37.2,214,2022,October
AQ_0028384,ST_006,4/7/2026 1:34,159.09,144.67,21.09,174,2026,April
AQ_0221218,ST_006,11/7/2023 8:02,168.27,371.04,36.05,433,2023,November
AQ_0041338,ST_006,11/26/2025 14:44,224.19,419.39,16.08,380,2025,November
AQ_0251750,ST_006,8/19/2026 7:49,100.07,263.57,26.56,167,2026,August
AQ_0070391,ST_006,7/14/2023 8:52,72.96,235.9,32.35,495,2023,July
AQ_0403402,ST_006,5/22/2022 13:41,97.14,340.11,21.87,310,2022,May
AQ_0025950,ST_006,1/10/2023 9:54,339.34,66.78,37.91,183,2023,January
AQ_0328186,ST_006,5/27/2023 9:21,49.03,493.2,44.07,78,2023,May
AQ_0396713,ST_006,5/7/2021 7:02,283.87,72.14,14.78,470,2021,May
AQ_0121680,ST_006,10/3/2023 20:51,260.39,89.41,10,445,2023,October
AQ_0409707,ST_006,3/19/2025 8:26,140.44,23.19,30.65,464,2025,March
AQ_0000940,ST_006,12/24/2026 17:42,140.37,82.34,52.89,101,2026,December
AQ_0277400,ST_006,7/13/2024 10:45,145.44,432.65,37.39,158,2024,July
AQ_0439163,ST_006,11/1/2024 17:04,157.4,199.93,58.29,492,2024,November
AQ_0221407,ST_006,10/21/2019 20:46,21.2,89.06,45.77,407,2019,October
AQ_0346114,ST_006,3/6/2025 5:10,80.86,471.6,58.5,195,2025,March
AQ_0075181,ST_006,5/29/2019 18:35,187.97,235.86,45.47,135,2019,May
AQ_0208039,ST_006,6/28/2025 21:55,334.8,251.14,14.15,273,2025,June
AQ_0071408,ST_006,2/8/2025 19:15,264.12,118.07,45.63,366,2025,February
AQ_0292002,ST_006,3/21/2021 4:16,208.91,135.67,57.44,321,2021,March
AQ_0541629,ST_006,1/24/2021 2:41,162.83,382.74,59.39,436,2021,January
AQ_0388438,ST_006,7/14/2025 22:28,183.95,426.04,19.43,247,2025,July
AQ_0005953,ST_006,12/17/2022 7:16,55.3,294.61,59.03,293,2022,December
AQ_0383130,ST_006,5/21/2021 6:44,89.22,231.65,12.37,295,2021,May
AQ_0093432,ST_006,8/1/2025 15:44,47.55,280.6,5.41,271,2025,August
AQ_0508154,ST_006,10/28/2026 0:54,332.69,494.64,41.47,265,2026,October
AQ_0592031,ST_006,6/1/2019 15:46,22.81,361.45,29.61,54,2019,June
AQ_0348151,ST_006,11/9/2021 8:24,204.32,478.79,53.41,388,2021,November
AQ_0369210,ST_006,11/7/2025 15:15,169.86,174.32,59.53,183,2025,November
AQ_0134986,ST_006,9/5/2019 17:11,113.73,22.04,60.34,101,2019,September
AQ_0312381,ST_006,7/2/2026 16:39,98.26,390.58,5.97,300,2026,July
AQ_0002088,ST_006,6/30/2022 11:06,37.17,271.73,43.26,493,2022,June
AQ_0239499,ST_006,2/29/2024 20:06,196.47,278.04,36.3,152,2024,February
AQ_0396019,ST_006,9/9/2025 10:44,260.41,382.88,34.87,95,2025,September
AQ_0018071,ST_006,3/6/2019 3:43,124.07,440.79,68.32,44,2019,March
AQ_0170014,ST_006,10/7/2022 17:07,203.69,471.79,61.66,171,2022,October
AQ_0000538,ST_006,12/30/2021 14:51,325.24,366.29,29.26,265,2021,December
AQ_0110860,ST_006,11/30/2021 3:20,135.33,107.19,52.12,59,2021,November
AQ_0338196,ST_006,7/30/2019 4:27,73.43,275.13,14.38,292,2019,July
AQ_0446287,ST_006,3/1/2023 13:48,308.74,121.89,58.82,267,2023,March
AQ_0383959,ST_006,9/24/2022 6:22,62.23,97.32,60.58,180,2022,September
AQ_0575080,ST_006,11/30/2021 9:10,287.37,359.04,46.73,120,2021,November
AQ_0025141,ST_006,4/9/2024 2:54,20.36,91.36,49.49,297,2024,April
AQ_0248186,ST_006,12/21/2025 15:26,120.72,273.73,56.08,92,2025,December
