Event_ID,Province,Year,Month,Event_Type,Intensity,CO2_Equivalent_Mt
EV_000236,Lumbini,2022,January,Construction,5,2.07
EV_000238,Lumbini,2020,May,Dust Storm,5,3.23
EV_000244,Lumbini,2024,October,Factory Emission,5,4.59
EV_000247,Lumbini,2025,April,Forest Fire,5,1.77
EV_000248,Lumbini,2021,December,Forest Fire,5,1.63
EV_000249,Lumbini,2026,July,Construction,5,2.2
EV_000257,Lumbini,2021,February,Crop Burning,5,1.98
EV_000261,Lumbini,2024,January,Dust Storm,5,1.63
EV_000262,Lumbini,2020,December,Construction,5,0.66
EV_000268,Lumbini,2020,October,Construction,5,2.42
EV_000269,Lumbini,2025,April,Construction,5,4.92
EV_000275,Lumbini,2024,November,Dust Storm,5,4.56
EV_000276,Lumbini,2023,April,Factory Emission,5,1.21
EV_000295,Lumbini,2022,May,Construction,5,3.94
EV_000296,Lumbini,2025,August,Construction,5,1.29
EV_000303,Lumbini,2022,September,Crop Burning,5,0.41
EV_000304,Lumbini,2025,July,Forest Fire,5,4.46
EV_000309,Lumbini,2020,November,Forest Fire,5,4.28
EV_000314,Lumbini,2025,April,Construction,5,0.74
EV_000320,Lumbini,2019,July,Crop Burning,5,4.23
EV_000328,Lumbini,2019,July,Forest Fire,5,2.15
EV_000329,Lumbini,2025,October,Dust Storm,5,0.35
EV_000347,Lumbini,2020,December,Dust Storm,5,0.53
EV_000349,Lumbini,2023,October,Forest Fire,5,2.18
EV_000355,Lumbini,2024,July,Factory Emission,5,0.88
EV_000360,Lumbini,2022,May,Factory Emission,5,3.89
EV_000362,Lumbini,2026,June,Dust Storm,5,3.13
EV_000364,Lumbini,2019,July,Dust Storm,5,1.75
EV_000379,Lumbini,2026,November,Factory Emission,5,1.17
EV_000383,Lumbini,2025,February,Forest Fire,5,3.79
EV_000385,Lumbini,2025,September,Factory Emission,5,4.14
EV_000392,Lumbini,2020,January,Forest Fire,5,4.35
EV_000395,Lumbini,2022,June,Crop Burning,5,2.75
EV_000396,Lumbini,2021,August,Factory Emission,5,0.34
EV_000399,Lumbini,2021,May,Construction,5,2.2
EV_000401,Lumbini,2019,January,Construction,5,2.57
EV_000402,Lumbini,2021,October,Forest Fire,5,3.82
EV_000417,Lumbini,2026,June,Crop Burning,5,2.18
EV_000420,Lumbini,2026,May,Crop Burning,5,2.28
EV_000429,Lumbini,2026,February,Dust Storm,5,3.5
EV_000430,Lumbini,2019,January,Crop Burning,5,1.52
EV_000431,Lumbini,2021,July,Factory Emission,5,1.85
EV_000433,Lumbini,2022,February,Crop Burning,5,1.5
EV_000434,Lumbini,2021,September,Crop Burning,5,1.6
EV_000441,Lumbini,2026,August,Dust Storm,5,0.81
EV_000443,Lumbini,2021,August,Factory Emission,5,2.98
EV_000448,Lumbini,2026,December,Construction,5,3.04
EV_000449,Lumbini,2021,May,Construction,5,1.86
EV_000451,Lumbini,2020,July,Dust Storm,5,1.59
EV_000462,Lumbini,2020,August,Crop Burning,5,4.44
EV_000475,Lumbini,2019,March,Dust Storm,5,1.53
EV_000477,Lumbini,2025,December,Construction,5,0.45
EV_000485,Lumbini,2023,June,Factory Emission,5,4.61
EV_000486,Lumbini,2026,September,Dust Storm,5,1.18
EV_000495,Lumbini,2022,March,Factory Emission,5,4.25
EV_000498,Lumbini,2019,July,Forest Fire,5,2.5
EV_000500,Lumbini,2020,November,Forest Fire,5,4.26
EV_000509,Lumbini,2022,May,Crop Burning,5,4.21
EV_000518,Lumbini,2023,November,Forest Fire,5,1.82
EV_000523,Lumbini,2023,March,Factory Emission,5,3.38
EV_000527,Lumbini,2021,December,Crop Burning,5,4.32
EV_000535,Lumbini,2024,June,Forest Fire,5,4.04
EV_000543,Lumbini,2022,April,Forest Fire,5,0.44
EV_000554,Lumbini,2024,January,Forest Fire,5,3.7
EV_000555,Lumbini,2019,May,Construction,5,2.9
EV_000564,Lumbini,2020,August,Factory Emission,5,3.49
EV_000567,Lumbini,2024,May,Crop Burning,5,1.54
EV_000572,Lumbini,2023,December,Dust Storm,5,3.79
EV_000575,Lumbini,2022,October,Crop Burning,5,4.52
EV_000577,Lumbini,2020,August,Factory Emission,5,2.25
EV_000581,Lumbini,2026,August,Forest Fire,5,3.65
EV_000585,Lumbini,2025,March,Dust Storm,5,0.54
EV_000586,Lumbini,2025,July,Factory Emission,5,3.98
EV_000593,Lumbini,2022,August,Construction,5,4.4
EV_000598,Lumbini,2019,December,Crop Burning,5,3.19
EV_000607,Lumbini,2023,June,Construction,5,3.83
EV_000608,Lumbini,2024,January,Dust Storm,5,3.94
EV_000618,Lumbini,2022,August,Forest Fire,5,1.18
EV_000623,Lumbini,2022,January,Construction,5,1.27
EV_000625,Lumbini,2019,November,Construction,5,0.26
EV_000631,Lumbini,2026,September,Crop Burning,5,3.26
EV_000639,Lumbini,2022,September,Construction,5,3.15
EV_000652,Lumbini,2025,December,Forest Fire,5,4.97
EV_000658,Lumbini,2023,December,Construction,5,3.39
EV_000659,Lumbini,2022,September,Construction,5,0.59
EV_000660,Lumbini,2020,January,Dust Storm,5,2.73
EV_000662,Lumbini,2024,August,Crop Burning,5,4.02
EV_000670,Lumbini,2026,November,Factory Emission,5,0.52
EV_000673,Lumbini,2021,September,Construction,5,1.64
EV_000677,Lumbini,2019,July,Forest Fire,5,4.16
EV_000681,Lumbini,2026,December,Factory Emission,5,3.81
EV_000692,Lumbini,2023,June,Dust Storm,5,4.23
EV_000706,Lumbini,2023,December,Dust Storm,5,3.32
EV_000727,Lumbini,2023,July,Factory Emission,5,0.9
EV_000729,Lumbini,2021,April,Crop Burning,5,3.98
EV_000730,Lumbini,2022,May,Forest Fire,5,4.27
EV_000732,Lumbini,2019,July,Crop Burning,5,1.74
EV_000735,Lumbini,2019,December,Dust Storm,5,1.16
EV_000744,Lumbini,2021,February,Crop Burning,5,4.97
EV_000757,Lumbini,2022,September,Factory Emission,5,4.86
EV_000761,Lumbini,2021,December,Crop Burning,5,0.49
EV_000768,Lumbini,2022,January,Forest Fire,5,3.36
EV_000777,Lumbini,2026,August,Dust Storm,5,1.72
EV_000786,Lumbini,2023,January,Factory Emission,5,0.16
EV_000796,Lumbini,2022,November,Forest Fire,5,0.65
EV_000811,Lumbini,2026,July,Forest Fire,5,4.2
EV_000817,Lumbini,2019,March,Construction,5,3.08
EV_000821,Lumbini,2026,August,Dust Storm,5,0.7
EV_000823,Lumbini,2026,November,Forest Fire,5,3.44
EV_000828,Lumbini,2021,March,Factory Emission,5,0.91
EV_000832,Lumbini,2020,October,Crop Burning,5,1.72
EV_000833,Lumbini,2021,January,Construction,5,4.55
EV_000840,Lumbini,2020,March,Forest Fire,5,2.99
EV_000841,Lumbini,2025,April,Factory Emission,5,3.44
EV_000843,Lumbini,2025,March,Construction,5,4.04
EV_013619,Lumbini,2023,February,Forest Fire,5,4.84
EV_016352,Lumbini,2019,August,Crop Burning,5,0.19
EV_033746,Lumbini,2026,October,Construction,5,4.89
EV_034281,Lumbini,2026,May,Factory Emission,5,3.91
EV_024902,Lumbini,2020,April,Factory Emission,5,1.41
EV_014807,Lumbini,2021,July,Construction,5,3.34
EV_035236,Lumbini,2019,September,Factory Emission,5,0.7
EV_062924,Lumbini,2019,April,Dust Storm,5,4.27
EV_095065,Lumbini,2025,January,Construction,5,0.93
EV_026172,Lumbini,2023,February,Dust Storm,5,1.96
EV_083629,Lumbini,2024,March,Factory Emission,5,1.55
EV_019349,Lumbini,2020,March,Crop Burning,5,2.5
EV_088673,Lumbini,2026,October,Factory Emission,5,2.59
EV_068826,Lumbini,2024,October,Forest Fire,5,0.7
EV_036088,Lumbini,2025,May,Construction,5,2.64
EV_062452,Lumbini,2025,August,Factory Emission,5,3.77
EV_075239,Lumbini,2024,December,Factory Emission,5,2.36
EV_006256,Lumbini,2021,March,Crop Burning,5,4.92
EV_069825,Lumbini,2019,May,Construction,5,3.78
EV_099354,Lumbini,2025,April,Forest Fire,5,1.21
EV_060828,Lumbini,2023,January,Dust Storm,5,2.48
EV_096219,Lumbini,2020,September,Dust Storm,5,1.63
EV_004392,Lumbini,2025,June,Construction,5,2.8
EV_088244,Lumbini,2019,August,Construction,5,4.14
EV_033924,Lumbini,2019,August,Dust Storm,5,4.64
EV_040657,Lumbini,2021,May,Construction,5,1.42
EV_013010,Lumbini,2025,January,Dust Storm,5,1.47
EV_054764,Lumbini,2021,November,Forest Fire,5,2.87
EV_062099,Lumbini,2022,April,Factory Emission,5,4.85
EV_061296,Lumbini,2022,March,Crop Burning,5,2.0
EV_051337,Lumbini,2025,July,Forest Fire,5,4.03
EV_025299,Lumbini,2020,July,Forest Fire,5,0.59
EV_030706,Lumbini,2026,April,Construction,5,1.77
EV_050161,Lumbini,2026,June,Crop Burning,5,2.95
EV_053515,Lumbini,2025,June,Factory Emission,5,2.39
EV_084105,Lumbini,2023,September,Construction,5,0.7
EV_013931,Lumbini,2026,October,Forest Fire,5,3.45
EV_008479,Lumbini,2022,January,Factory Emission,5,4.4
EV_093494,Lumbini,2024,June,Forest Fire,5,1.79
EV_054438,Lumbini,2025,April,Construction,5,2.82
EV_055485,Lumbini,2024,May,Factory Emission,5,4.67
EV_077729,Lumbini,2023,July,Crop Burning,5,2.63
EV_043714,Lumbini,2020,April,Construction,5,1.52
EV_013992,Lumbini,2025,February,Construction,5,1.33
EV_040804,Lumbini,2021,November,Crop Burning,5,3.37
EV_098351,Lumbini,2020,April,Factory Emission,5,0.9
EV_054570,Lumbini,2021,April,Forest Fire,5,1.83
EV_082557,Lumbini,2019,April,Crop Burning,5,1.11
EV_024545,Lumbini,2020,June,Forest Fire,5,4.2
EV_098623,Lumbini,2020,November,Forest Fire,5,2.61
EV_086189,Lumbini,2026,November,Dust Storm,5,0.64
EV_026079,Lumbini,2020,March,Factory Emission,5,1.27
EV_020951,Lumbini,2026,November,Dust Storm,5,4.27
EV_093338,Lumbini,2022,October,Factory Emission,5,3.04
EV_012224,Lumbini,2026,September,Construction,5,3.26
EV_057093,Lumbini,2020,August,Construction,5,1.1
EV_013917,Lumbini,2026,August,Construction,5,4.67
EV_037218,Lumbini,2019,June,Crop Burning,5,4.04
EV_061937,Lumbini,2025,December,Construction,5,4.46
EV_080185,Lumbini,2022,May,Forest Fire,5,2.52
EV_096625,Lumbini,2020,March,Dust Storm,5,3.92
EV_028754,Lumbini,2019,June,Factory Emission,5,4.1
EV_075241,Lumbini,2025,February,Crop Burning,5,3.8
EV_009513,Lumbini,2020,September,Construction,5,4.87
EV_092314,Lumbini,2025,November,Forest Fire,5,3.56
EV_081649,Lumbini,2019,March,Forest Fire,5,0.52
EV_050380,Lumbini,2023,January,Factory Emission,5,2.67
EV_045801,Lumbini,2021,September,Crop Burning,5,2.26
EV_075927,Lumbini,2022,April,Forest Fire,5,0.67
EV_016571,Lumbini,2020,August,Crop Burning,5,4.07
EV_044475,Lumbini,2026,June,Factory Emission,5,0.61
EV_043128,Lumbini,2020,August,Forest Fire,5,3.69
EV_074926,Lumbini,2024,March,Factory Emission,5,1.07
EV_096566,Lumbini,2026,November,Crop Burning,5,3.67
EV_019455,Lumbini,2022,November,Dust Storm,5,3.79
EV_046183,Lumbini,2021,January,Factory Emission,5,1.22
EV_075256,Lumbini,2023,July,Dust Storm,5,3.52
EV_017920,Lumbini,2025,February,Dust Storm,5,2.39
EV_094711,Lumbini,2024,July,Crop Burning,5,4.65
EV_034178,Lumbini,2019,April,Construction,5,4.14
EV_053084,Lumbini,2026,February,Dust Storm,5,0.2
EV_039233,Lumbini,2024,February,Dust Storm,5,0.18
EV_058804,Lumbini,2025,October,Dust Storm,5,2.01
EV_012559,Lumbini,2019,April,Forest Fire,5,3.3
EV_051883,Lumbini,2024,March,Factory Emission,5,3.2
EV_003003,Lumbini,2024,September,Factory Emission,5,4.03
EV_049053,Lumbini,2020,October,Forest Fire,5,1.78
EV_050092,Lumbini,2020,June,Forest Fire,5,3.9
EV_098331,Lumbini,2020,August,Crop Burning,5,1.04
EV_044043,Lumbini,2025,April,Dust Storm,5,1.93
EV_025489,Lumbini,2025,September,Factory Emission,5,4.18
EV_017124,Lumbini,2024,April,Factory Emission,5,3.35
EV_067164,Lumbini,2024,August,Crop Burning,5,4.69
EV_030722,Lumbini,2020,June,Forest Fire,5,4.41
EV_020321,Lumbini,2020,October,Crop Burning,5,4.75
EV_087355,Lumbini,2026,September,Forest Fire,5,4.04
EV_002403,Lumbini,2019,December,Dust Storm,5,0.96
EV_030006,Lumbini,2020,October,Factory Emission,5,0.48
EV_074211,Lumbini,2024,October,Construction,5,1.38
EV_041138,Lumbini,2021,February,Dust Storm,5,4.9
EV_050831,Lumbini,2021,July,Factory Emission,5,4.39
EV_022236,Lumbini,2021,January,Forest Fire,5,4.28
EV_097806,Lumbini,2026,July,Factory Emission,5,1.54
EV_058057,Lumbini,2025,January,Forest Fire,5,3.36
EV_044988,Lumbini,2022,December,Dust Storm,5,1.65
EV_085425,Lumbini,2019,April,Factory Emission,5,1.5
EV_008383,Lumbini,2021,November,Dust Storm,5,4.87
EV_009119,Lumbini,2022,October,Dust Storm,5,0.24
EV_074976,Lumbini,2021,September,Crop Burning,5,1.64
EV_077495,Lumbini,2024,May,Construction,5,1.35
EV_072868,Lumbini,2025,April,Dust Storm,5,4.99
EV_038052,Lumbini,2020,May,Forest Fire,5,2.25
EV_038044,Lumbini,2019,March,Forest Fire,5,1.47
EV_075869,Lumbini,2023,December,Forest Fire,5,2.74
EV_011526,Lumbini,2025,July,Factory Emission,5,0.89
EV_098294,Lumbini,2022,September,Dust Storm,5,2.76
EV_048626,Lumbini,2019,April,Construction,5,2.83
EV_076728,Lumbini,2022,March,Forest Fire,5,0.8
EV_099532,Lumbini,2026,November,Forest Fire,5,1.02
EV_075715,Lumbini,2026,August,Construction,5,2.22
EV_052040,Lumbini,2026,July,Factory Emission,5,2.43
EV_082145,Lumbini,2019,June,Factory Emission,5,3.24
EV_019359,Lumbini,2023,December,Construction,5,1.44
EV_076088,Lumbini,2025,February,Crop Burning,5,2.97
EV_052554,Lumbini,2021,March,Crop Burning,5,0.91
EV_022117,Lumbini,2026,December,Crop Burning,5,1.87
EV_094034,Lumbini,2026,December,Forest Fire,5,3.09
EV_059319,Lumbini,2022,August,Forest Fire,5,4.42
EV_048247,Lumbini,2023,December,Crop Burning,5,0.21
EV_026490,Lumbini,2025,November,Factory Emission,5,4.13
EV_029218,Lumbini,2023,February,Dust Storm,5,1.9
EV_039768,Lumbini,2026,February,Factory Emission,5,4.89
EV_087423,Lumbini,2024,September,Dust Storm,5,1.41
EV_022594,Lumbini,2019,April,Forest Fire,5,1.56
EV_069917,Lumbini,2019,February,Forest Fire,5,2.99
EV_058997,Lumbini,2019,October,Dust Storm,5,0.33
EV_018524,Lumbini,2026,September,Construction,5,4.87
EV_028147,Lumbini,2019,January,Dust Storm,5,1.71
EV_037113,Lumbini,2025,April,Factory Emission,5,0.95
EV_097988,Lumbini,2024,June,Construction,5,4.02
EV_032371,Lumbini,2020,March,Forest Fire,5,3.1
EV_021393,Lumbini,2025,September,Crop Burning,5,0.57
EV_096419,Lumbini,2019,September,Crop Burning,5,2.46
EV_093458,Lumbini,2019,March,Factory Emission,5,3.82
EV_062608,Lumbini,2019,January,Construction,5,0.79
EV_063460,Lumbini,2026,April,Dust Storm,5,0.13
EV_025541,Lumbini,2025,November,Crop Burning,5,4.18
EV_082608,Lumbini,2021,December,Factory Emission,5,3.23
EV_012199,Lumbini,2023,September,Crop Burning,5,4.62
EV_031739,Lumbini,2024,December,Dust Storm,5,1.3
EV_046494,Lumbini,2021,October,Crop Burning,5,4.98
EV_095350,Lumbini,2026,July,Forest Fire,5,0.3
EV_056423,Lumbini,2019,December,Dust Storm,5,4.56
EV_002928,Lumbini,2023,September,Construction,5,0.31
EV_015510,Lumbini,2020,March,Factory Emission,5,0.76
EV_044342,Lumbini,2025,May,Factory Emission,5,4.22
EV_077867,Lumbini,2024,August,Crop Burning,5,2.09
EV_028910,Lumbini,2021,July,Factory Emission,5,4.23
EV_053579,Lumbini,2019,November,Construction,5,4.46
EV_077303,Lumbini,2020,January,Factory Emission,5,4.52
EV_023037,Lumbini,2019,March,Construction,5,2.49
EV_060905,Lumbini,2021,April,Crop Burning,5,0.92
EV_089029,Lumbini,2026,October,Construction,5,3.36
EV_089254,Lumbini,2026,March,Construction,5,3.68
EV_020965,Lumbini,2021,August,Construction,5,3.84
EV_018357,Lumbini,2025,September,Construction,5,0.88
EV_014006,Lumbini,2024,September,Construction,5,3.31
EV_021616,Lumbini,2022,December,Forest Fire,5,0.57
EV_015660,Lumbini,2021,January,Dust Storm,5,2.13
EV_090094,Lumbini,2025,July,Factory Emission,5,0.63
EV_031338,Lumbini,2021,April,Construction,5,0.63
EV_079837,Lumbini,2024,July,Factory Emission,5,4.9
EV_098612,Lumbini,2024,January,Forest Fire,5,0.64
EV_057885,Lumbini,2023,December,Dust Storm,5,1.03
EV_078168,Lumbini,2019,September,Crop Burning,5,3.41
EV_079635,Lumbini,2021,July,Forest Fire,5,2.43
EV_085462,Lumbini,2021,April,Dust Storm,5,4.75
EV_050484,Lumbini,2024,November,Crop Burning,5,4.29
EV_043923,Lumbini,2023,October,Dust Storm,5,2.01
EV_058832,Lumbini,2019,October,Crop Burning,5,4.53
EV_012947,Lumbini,2026,July,Construction,5,4.99
EV_034444,Lumbini,2022,October,Crop Burning,5,1.95
EV_079040,Lumbini,2023,November,Construction,5,2.01
EV_056446,Lumbini,2023,April,Crop Burning,5,2.65
EV_069252,Lumbini,2021,January,Crop Burning,5,0.31
EV_056815,Lumbini,2021,November,Construction,5,1.53
EV_015968,Lumbini,2021,September,Factory Emission,5,3.68
EV_041078,Lumbini,2021,December,Factory Emission,5,3.84
EV_078347,Lumbini,2019,July,Construction,5,4.4
EV_077329,Lumbini,2024,June,Forest Fire,5,2.72
EV_095395,Lumbini,2026,November,Crop Burning,5,0.58
EV_059522,Lumbini,2020,May,Forest Fire,5,3.58
EV_064698,Lumbini,2021,November,Factory Emission,5,2.69
EV_092930,Lumbini,2019,March,Factory Emission,5,1.27
EV_004708,Lumbini,2025,August,Crop Burning,5,0.7
EV_029919,Lumbini,2020,November,Crop Burning,5,1.53
EV_029229,Lumbini,2021,August,Construction,5,1.09
EV_030314,Lumbini,2020,February,Construction,5,3.51
EV_006225,Lumbini,2026,February,Factory Emission,5,4.07
EV_042940,Lumbini,2025,January,Forest Fire,5,0.21
EV_022813,Lumbini,2019,June,Factory Emission,5,0.22
EV_009501,Lumbini,2020,May,Crop Burning,5,3.19
EV_019410,Lumbini,2024,September,Factory Emission,5,3.91
EV_075868,Lumbini,2020,December,Forest Fire,5,1.36
EV_019867,Lumbini,2023,August,Factory Emission,5,4.81
EV_096780,Lumbini,2020,December,Construction,5,0.68
EV_067811,Lumbini,2025,May,Crop Burning,5,0.59
EV_046013,Lumbini,2021,February,Construction,5,2.59
EV_012133,Lumbini,2026,August,Crop Burning,5,1.6
EV_086118,Lumbini,2025,May,Factory Emission,5,1.04
EV_010520,Lumbini,2020,September,Crop Burning,5,0.83
EV_093577,Lumbini,2023,October,Factory Emission,5,4.07
EV_066013,Lumbini,2021,April,Forest Fire,5,4.49
EV_097980,Lumbini,2026,January,Forest Fire,5,1.9
EV_042052,Lumbini,2019,July,Factory Emission,5,1.46
EV_066484,Lumbini,2023,May,Dust Storm,5,2.21
EV_071344,Lumbini,2019,September,Forest Fire,5,0.23
EV_007212,Lumbini,2026,November,Construction,5,0.93
EV_075532,Lumbini,2023,June,Dust Storm,5,4.59
EV_063650,Lumbini,2024,October,Factory Emission,5,4.6
EV_087121,Lumbini,2020,September,Construction,5,3.82
EV_037626,Lumbini,2020,September,Dust Storm,5,3.43
EV_033093,Lumbini,2022,March,Forest Fire,5,3.4
EV_012716,Lumbini,2022,February,Crop Burning,5,2.63
EV_050432,Lumbini,2025,July,Crop Burning,5,2.15
EV_017436,Lumbini,2026,May,Crop Burning,5,3.82
EV_027467,Lumbini,2023,May,Dust Storm,5,3.87
EV_089036,Lumbini,2025,July,Factory Emission,5,3.98
EV_044810,Lumbini,2026,January,Forest Fire,5,2.88
EV_050387,Lumbini,2025,March,Crop Burning,5,2.45
EV_042347,Lumbini,2024,November,Forest Fire,5,3.12
EV_005387,Lumbini,2025,April,Factory Emission,5,0.44
EV_060144,Lumbini,2024,February,Dust Storm,5,2.17
EV_049273,Lumbini,2020,November,Factory Emission,5,3.87
EV_054974,Lumbini,2025,March,Construction,5,2.67
EV_051557,Lumbini,2026,January,Dust Storm,5,3.17
EV_042486,Lumbini,2024,April,Dust Storm,5,0.78
EV_055389,Lumbini,2019,January,Construction,5,1.14
EV_098039,Lumbini,2023,October,Crop Burning,5,3.4
EV_024093,Lumbini,2022,March,Crop Burning,5,1.96
EV_050003,Lumbini,2022,August,Crop Burning,5,0.99
EV_009151,Lumbini,2026,January,Construction,5,0.39
EV_070885,Lumbini,2019,December,Crop Burning,5,1.0
EV_003245,Lumbini,2024,August,Dust Storm,5,1.9
EV_022824,Lumbini,2023,June,Construction,5,2.49
EV_033817,Lumbini,2026,December,Factory Emission,5,4.63
EV_033312,Lumbini,2025,February,Dust Storm,5,4.96
EV_025203,Lumbini,2025,June,Dust Storm,5,3.07
EV_037637,Lumbini,2021,December,Construction,5,2.11
EV_057772,Lumbini,2019,October,Factory Emission,5,4.67
EV_046381,Lumbini,2024,May,Factory Emission,5,3.41
EV_087849,Lumbini,2021,July,Crop Burning,5,3.84
EV_002713,Lumbini,2024,February,Forest Fire,5,3.66
EV_073434,Lumbini,2020,October,Dust Storm,5,0.62
EV_087224,Lumbini,2025,February,Crop Burning,5,1.87
EV_081786,Lumbini,2022,September,Factory Emission,5,3.68
EV_075440,Lumbini,2021,May,Forest Fire,5,0.41
EV_085320,Lumbini,2020,March,Forest Fire,5,4.82
EV_020621,Lumbini,2024,March,Forest Fire,5,4.69
EV_044366,Lumbini,2019,May,Factory Emission,5,3.44
EV_099138,Lumbini,2023,March,Dust Storm,5,4.93
EV_034050,Lumbini,2025,July,Forest Fire,5,1.62
EV_010878,Lumbini,2025,January,Dust Storm,5,1.4
EV_035146,Lumbini,2025,February,Factory Emission,5,1.4
EV_076254,Lumbini,2025,July,Dust Storm,5,4.65
EV_093729,Lumbini,2025,April,Forest Fire,5,3.33
EV_079424,Lumbini,2022,May,Factory Emission,5,4.04
EV_002547,Lumbini,2019,May,Dust Storm,5,4.74
EV_016335,Lumbini,2025,September,Forest Fire,5,0.41
EV_061277,Lumbini,2023,July,Dust Storm,5,2.84
EV_014131,Lumbini,2019,October,Crop Burning,5,0.73
EV_009692,Lumbini,2020,September,Construction,5,1.88
EV_089768,Lumbini,2021,February,Factory Emission,5,2.77
EV_059309,Lumbini,2019,March,Forest Fire,5,0.3
EV_037878,Lumbini,2025,May,Factory Emission,5,2.84
EV_015512,Lumbini,2025,December,Dust Storm,5,4.65
EV_066025,Lumbini,2021,June,Forest Fire,5,1.37
EV_025233,Lumbini,2021,January,Construction,5,0.72
EV_008486,Lumbini,2020,March,Construction,5,2.55
EV_062291,Lumbini,2020,June,Crop Burning,5,4.77
EV_037382,Lumbini,2019,September,Construction,5,1.59
EV_095300,Lumbini,2021,October,Forest Fire,5,0.49
EV_066294,Lumbini,2026,June,Forest Fire,5,1.62
EV_090279,Lumbini,2019,September,Dust Storm,5,1.57
EV_024593,Lumbini,2021,September,Construction,5,4.71
EV_061270,Lumbini,2022,April,Factory Emission,5,2.02
EV_028223,Lumbini,2023,July,Factory Emission,5,3.59
EV_058150,Lumbini,2023,July,Dust Storm,5,0.73
EV_086823,Lumbini,2023,September,Factory Emission,5,1.68
EV_092383,Lumbini,2025,February,Construction,5,2.62
EV_092223,Lumbini,2020,October,Factory Emission,5,3.63
EV_022102,Lumbini,2026,May,Crop Burning,5,3.19
EV_061626,Lumbini,2023,March,Construction,5,2.04
EV_018166,Lumbini,2023,February,Crop Burning,5,0.4
EV_002501,Lumbini,2026,September,Forest Fire,5,0.79
EV_027636,Lumbini,2024,December,Dust Storm,5,2.28
EV_041951,Lumbini,2024,December,Construction,5,0.26
EV_081790,Lumbini,2023,December,Factory Emission,5,2.32
EV_009045,Lumbini,2020,November,Factory Emission,5,0.89
EV_013224,Lumbini,2019,July,Dust Storm,5,4.77
EV_085391,Lumbini,2020,June,Construction,5,4.29
EV_061286,Lumbini,2020,January,Factory Emission,5,0.63
EV_032015,Lumbini,2025,November,Forest Fire,5,2.64
EV_053376,Lumbini,2022,March,Construction,5,2.3
EV_080309,Lumbini,2022,October,Factory Emission,5,3.63
EV_001382,Lumbini,2021,October,Construction,5,1.79
EV_076479,Lumbini,2026,December,Forest Fire,5,3.4
EV_098434,Lumbini,2026,November,Construction,5,1.45
EV_029763,Lumbini,2021,August,Crop Burning,5,1.91
EV_031478,Lumbini,2021,March,Factory Emission,5,1.95
EV_005686,Lumbini,2026,September,Crop Burning,5,0.68
EV_034379,Lumbini,2020,May,Forest Fire,5,1.36
EV_044087,Lumbini,2023,September,Forest Fire,5,5.0
EV_057240,Lumbini,2019,September,Dust Storm,5,3.09
EV_044126,Lumbini,2024,February,Forest Fire,5,0.42
EV_030758,Lumbini,2024,June,Forest Fire,5,1.35
EV_039725,Lumbini,2026,July,Dust Storm,5,2.53
EV_028627,Lumbini,2022,November,Construction,5,4.99
EV_003144,Lumbini,2026,September,Forest Fire,5,3.22
EV_040891,Lumbini,2023,November,Dust Storm,5,3.24
EV_085616,Lumbini,2023,January,Crop Burning,5,4.71
EV_048139,Lumbini,2021,November,Crop Burning,5,1.97
EV_032362,Lumbini,2020,January,Construction,5,2.16
EV_034592,Lumbini,2024,May,Construction,5,0.87
EV_063099,Lumbini,2025,January,Factory Emission,5,2.39
EV_077117,Lumbini,2026,August,Construction,5,0.75
EV_035595,Lumbini,2026,December,Forest Fire,5,4.36
EV_067644,Lumbini,2020,June,Dust Storm,5,2.07
EV_066505,Lumbini,2026,November,Crop Burning,5,3.17
EV_096440,Lumbini,2025,August,Dust Storm,5,4.58
EV_012592,Lumbini,2021,April,Forest Fire,5,1.65
EV_012891,Lumbini,2025,January,Construction,5,4.6
EV_033641,Lumbini,2026,July,Construction,5,1.53
EV_089765,Lumbini,2022,September,Factory Emission,5,2.35
EV_056299,Lumbini,2019,January,Dust Storm,5,3.89
EV_078241,Lumbini,2021,December,Factory Emission,5,3.61
EV_038435,Lumbini,2024,April,Construction,5,4.31
EV_015918,Lumbini,2026,August,Factory Emission,5,4.51
EV_071691,Lumbini,2022,September,Construction,5,3.24
EV_058304,Lumbini,2019,April,Factory Emission,5,3.79
EV_016682,Lumbini,2022,May,Factory Emission,5,3.94
EV_099019,Lumbini,2022,June,Dust Storm,5,2.89
EV_050483,Lumbini,2022,January,Construction,5,1.57
EV_033082,Lumbini,2020,January,Crop Burning,5,3.92
EV_018669,Lumbini,2025,November,Crop Burning,5,2.7
EV_023617,Lumbini,2021,September,Crop Burning,5,2.87
EV_055684,Lumbini,2024,September,Crop Burning,5,2.41
EV_075360,Lumbini,2026,January,Construction,5,1.77
EV_058903,Lumbini,2020,February,Construction,5,3.03
EV_053063,Lumbini,2022,December,Construction,5,0.71
EV_022652,Lumbini,2021,March,Forest Fire,5,2.88
EV_015665,Lumbini,2026,June,Crop Burning,5,3.14
EV_032293,Lumbini,2021,December,Construction,5,1.75
EV_017188,Lumbini,2026,July,Crop Burning,5,2.37
EV_089080,Lumbini,2024,November,Factory Emission,5,4.31
EV_087727,Lumbini,2021,May,Construction,5,2.75
EV_037695,Lumbini,2024,August,Forest Fire,5,1.06
EV_084509,Lumbini,2026,October,Factory Emission,5,4.35
EV_071852,Lumbini,2023,June,Dust Storm,5,3.86
EV_075390,Lumbini,2025,April,Dust Storm,5,1.81
