_id,Station_ID,Timestamp,Temperature_C,Humidity_Pct,Wind_Speed_Kph,Visibility_Km
WX_0393679,ST_010,2025-08-25 03:52:38,9.9,24.1,26.7,12.3
WX_0071395,ST_010,2025-12-06 18:04:20,6.2,79.3,29.9,12.6
WX_0211702,ST_010,2024-10-31 16:06:05,30.4,43.0,1.0,3.9
WX_0267233,ST_010,2020-12-07 00:37:30,35.5,10.8,0.9,7.0
WX_0546479,ST_010,2026-01-23 16:26:51,4.4,71.7,17.7,6.5
WX_0140501,ST_010,2022-12-20 00:19:49,4.2,26.8,6.2,1.7
WX_0387222,ST_010,2023-09-09 00:29:48,2.7,90.5,21.4,14.0
WX_0226698,ST_010,2019-10-03 21:00:16,15.2,84.9,24.9,14.4
WX_0377228,ST_010,2021-02-12 01:33:05,28.9,76.6,5.4,14.9
WX_0587407,ST_010,2020-11-04 12:42:38,9.6,39.9,10.8,5.2
WX_0055453,ST_010,2022-02-19 22:17:28,11.0,64.5,25.0,3.6
WX_0564783,ST_010,2026-06-15 20:04:39,8.3,95.9,10.0,12.7
WX_0587688,ST_010,2025-01-28 13:13:56,3.0,23.1,15.7,12.9
WX_0210300,ST_010,2020-12-30 00:37:29,38.3,41.7,17.2,4.6
WX_0577471,ST_010,2022-11-07 06:41:42,34.7,94.3,27.9,13.5
WX_0346283,ST_010,2026-10-12 00:30:37,3.8,33.0,29.9,1.3
WX_0505016,ST_010,2023-03-28 08:10:15,12.2,94.9,5.3,11.7
WX_0460578,ST_010,2024-08-30 05:08:01,8.0,96.9,19.5,0.8
WX_0037830,ST_010,2020-08-07 10:35:16,32.5,48.9,23.2,10.3
WX_0332108,ST_010,2024-10-05 04:48:40,2.7,18.3,2.0,5.9
WX_0181763,ST_010,2019-03-15 06:40:45,18.9,98.5,16.5,13.7
WX_0140805,ST_010,2019-08-16 06:50:55,5.5,30.5,5.8,10.7
WX_0009018,ST_010,2019-03-04 18:52:54,38.5,31.8,22.3,4.5
WX_0476818,ST_010,2024-03-06 22:17:19,17.3,96.0,15.6,6.8
WX_0257842,ST_010,2026-10-17 23:27:29,29.0,43.7,26.0,0.1
WX_0296970,ST_010,2019-10-04 20:21:07,31.6,90.8,17.8,9.7
WX_0491188,ST_010,2025-09-30 18:37:20,9.6,12.2,14.1,3.0
WX_0393708,ST_010,2020-12-29 07:03:44,35.1,27.4,6.9,2.4
WX_0395891,ST_010,2025-04-10 10:28:43,10.8,83.4,24.5,6.2
WX_0053138,ST_010,2020-01-29 17:10:32,16.2,67.6,14.5,14.6
WX_0551452,ST_010,2025-08-30 13:26:01,18.0,53.9,23.1,8.3
WX_0208447,ST_010,2020-09-26 19:11:04,30.5,87.6,8.5,11.4
WX_0406463,ST_010,2023-04-02 23:55:54,37.9,77.9,10.7,11.8
WX_0008898,ST_010,2023-09-22 13:09:00,10.5,54.8,19.9,10.0
WX_0492543,ST_010,2021-02-19 18:39:42,33.3,72.2,18.7,13.2
WX_0438374,ST_010,2025-09-04 13:56:10,13.3,78.3,23.6,8.5
WX_0267579,ST_010,2021-09-24 19:23:04,36.7,48.1,7.7,2.5
WX_0525259,ST_010,2020-09-12 19:06:31,2.1,14.6,11.3,9.1
WX_0055221,ST_010,2022-05-09 17:13:10,2.7,87.9,8.0,2.9
WX_0305473,ST_010,2026-04-03 02:24:43,14.3,23.1,10.1,8.0
WX_0197604,ST_010,2025-04-13 14:23:29,18.6,61.3,18.4,14.9
WX_0066814,ST_010,2021-11-10 12:34:24,39.4,65.0,11.3,3.0
WX_0145047,ST_010,2024-08-18 04:44:44,26.7,85.5,2.6,8.1
WX_0483838,ST_010,2025-02-15 09:33:33,39.2,68.9,19.7,11.3
WX_0041502,ST_010,2022-08-16 19:06:27,11.5,60.0,25.6,1.4
WX_0341088,ST_006,2020-01-03 19:06:46,16.5,91.5,1.9,7.0
WX_0166823,ST_006,2023-02-06 17:27:17,5.2,59.0,15.2,2.2
WX_0163650,ST_006,2020-03-27 01:35:31,29.0,42.4,13.5,1.2
WX_0315809,ST_006,2025-01-25 21:41:47,3.0,57.2,12.6,9.3
WX_0104794,ST_006,2024-02-22 02:48:30,26.8,67.8,20.9,8.7
WX_0357770,ST_006,2022-08-04 00:25:58,17.5,36.6,15.5,12.0
WX_0050813,ST_006,2020-01-28 18:45:41,23.6,17.3,13.1,5.0
WX_0424938,ST_006,2019-06-21 06:34:42,27.8,54.0,22.6,13.7
WX_0526778,ST_006,2024-07-28 06:40:27,15.2,17.9,6.6,5.5
WX_0292010,ST_006,2025-03-26 05:07:28,19.3,44.0,0.8,10.3
WX_0056773,ST_006,2020-10-11 05:36:51,29.1,94.1,27.9,3.0
WX_0276948,ST_006,2022-09-23 08:07:29,30.3,31.4,23.5,0.6
WX_0353552,ST_006,2026-09-17 09:54:22,33.5,58.3,15.1,5.6
WX_0579188,ST_006,2022-12-30 23:07:00,24.1,27.4,0.8,11.1
WX_0125619,ST_006,2021-05-17 20:15:07,39.8,23.8,6.6,1.7
WX_0251379,ST_006,2022-10-11 05:52:02,32.6,35.0,11.1,6.9
WX_0256721,ST_006,2024-09-28 07:52:52,19.4,75.1,1.6,3.6
WX_0015893,ST_006,2023-12-28 03:53:33,11.9,83.0,26.7,12.0
WX_0322903,ST_006,2020-01-24 06:35:18,14.9,82.1,22.8,12.1
WX_0161577,ST_006,2022-09-04 11:47:32,15.2,88.7,20.6,5.9
WX_0480664,ST_006,2022-02-03 20:43:14,21.4,65.6,14.0,14.3
WX_0375458,ST_006,2026-12-06 07:39:58,32.4,29.6,5.1,4.3
WX_0192654,ST_006,2022-06-23 22:19:36,4.8,44.7,3.6,7.8
WX_0160210,ST_006,2025-10-18 19:58:42,16.7,93.0,25.3,1.3
WX_0182985,ST_006,2019-04-26 13:39:31,15.3,25.4,14.6,12.3
WX_0370332,ST_006,2021-10-11 20:02:13,39.8,20.4,7.1,5.0
WX_0348413,ST_006,2020-10-04 10:13:59,35.2,11.7,12.4,2.6
WX_0002862,ST_006,2020-02-04 16:11:14,39.3,41.1,13.2,2.7
WX_0567066,ST_006,2025-01-31 03:18:29,25.7,97.6,4.8,12.0
WX_0042383,ST_006,2020-10-17 00:00:44,24.4,25.6,26.6,3.3
WX_0593586,ST_006,2025-11-06 05:18:54,33.4,73.7,4.6,13.4
WX_0203503,ST_006,2021-04-24 13:22:40,20.5,15.4,11.1,10.3
WX_0575700,ST_006,2023-02-10 04:20:58,27.8,36.2,8.5,14.6
WX_0110439,ST_006,2020-09-06 00:30:13,32.4,91.6,17.7,9.8
WX_0102968,ST_006,2021-11-21 21:32:57,16.0,99.7,27.0,3.2
WX_0556890,ST_006,2020-11-20 00:08:39,39.0,26.6,28.4,14.7
WX_0370634,ST_006,2020-04-09 19:39:44,3.4,97.1,21.2,12.5
WX_0518338,ST_006,2019-05-22 09:58:54,7.8,25.8,6.9,9.0
WX_0093018,ST_006,2025-05-30 00:31:31,34.9,84.6,20.2,1.8
WX_0166393,ST_006,2020-09-21 07:27:25,37.9,41.6,4.4,6.5
WX_0424036,ST_006,2020-04-16 13:49:20,27.1,24.2,17.2,9.1
WX_0360591,ST_006,2021-09-15 05:45:14,36.7,13.5,1.4,4.7
WX_0412444,ST_006,2019-04-28 04:02:34,5.0,87.9,0.9,13.9
WX_0229616,ST_006,2026-10-29 22:02:10,27.5,42.8,15.0,6.9
WX_0185973,ST_006,2019-10-15 01:11:46,14.3,95.0,18.4,3.2
WX_0296779,ST_006,2024-04-03 16:22:05,2.5,49.6,15.2,10.6
WX_0060961,ST_006,2019-12-07 03:50:31,15.0,42.0,28.2,9.1
WX_0460864,ST_006,2023-04-30 14:51:33,35.1,40.9,17.8,7.5
WX_0249917,ST_006,2021-09-18 18:50:17,4.8,54.1,17.9,11.8
WX_0507008,ST_006,2019-05-20 14:47:28,37.9,18.1,9.0,3.7
WX_0456931,ST_006,2023-02-19 20:34:29,29.4,24.6,3.6,9.2
WX_0544186,ST_006,2022-12-29 00:44:59,36.2,36.5,25.8,5.4
WX_0032218,ST_006,2024-04-29 11:36:30,19.3,59.1,22.5,2.9
WX_0391278,ST_006,2022-04-13 19:08:52,18.1,38.4,29.5,11.2
WX_0083947,ST_006,2023-05-21 00:41:01,6.3,83.7,30.0,13.5
WX_0028505,ST_006,2021-11-10 23:35:29,8.9,11.5,24.3,12.4
WX_0501938,ST_006,2019-06-02 19:09:18,17.6,63.1,22.7,0.7
WX_0453228,ST_006,2022-01-04 03:06:32,8.4,82.2,14.2,10.0
WX_0444588,ST_006,2019-09-13 02:53:18,28.6,60.9,3.2,6.1
WX_0588170,ST_006,2024-06-09 05:32:26,9.3,31.3,6.2,6.7
WX_0572711,ST_006,2024-01-17 16:47:25,26.3,43.4,11.7,5.3
WX_0193964,ST_006,2019-06-24 11:46:02,24.6,63.6,2.4,12.4
WX_0147758,ST_006,2021-04-26 01:54:57,5.6,25.6,24.7,8.0
WX_0598815,ST_006,2021-03-21 05:41:20,13.8,55.9,17.4,5.3
WX_0580559,ST_006,2022-05-22 23:19:14,23.3,90.8,14.4,14.7
WX_0333899,ST_006,2024-02-20 16:07:10,2.7,69.0,20.4,11.3
WX_0392723,ST_006,2020-07-19 11:41:57,10.1,62.3,17.0,6.8
WX_0166646,ST_006,2022-05-07 16:02:12,27.2,51.7,26.3,7.6
WX_0376901,ST_006,2021-02-16 13:34:20,21.3,42.3,24.8,3.3
WX_0356297,ST_006,2022-03-06 14:30:52,27.6,19.9,9.8,9.8
WX_0273758,ST_006,2025-10-27 09:45:32,2.4,31.7,6.6,10.6
WX_0555921,ST_006,2025-10-13 07:39:04,23.5,51.3,16.3,7.4
WX_0578338,ST_006,2022-08-06 22:48:56,35.9,75.9,13.3,7.4
WX_0584705,ST_006,2023-08-05 16:14:03,9.5,69.8,25.1,6.2
WX_0561755,ST_006,2022-10-05 08:21:53,16.7,30.9,5.1,5.1
WX_0408095,ST_006,2020-10-23 03:53:21,28.6,28.2,1.3,1.6
WX_0059972,ST_006,2025-09-26 23:45:02,30.3,33.4,9.6,13.0
WX_0229905,ST_006,2026-03-24 14:35:06,9.5,42.1,10.8,14.9
WX_0066794,ST_006,2022-10-19 12:02:18,14.3,91.5,26.2,9.1
WX_0274923,ST_006,2025-07-17 10:59:14,20.9,96.4,24.3,14.9
WX_0445875,ST_006,2026-09-30 19:50:31,36.2,86.6,1.9,11.8
WX_0166520,ST_006,2026-07-03 03:24:03,2.6,56.6,26.1,10.2
WX_0505018,ST_006,2021-03-16 11:45:46,14.1,60.8,13.3,13.6
WX_0150072,ST_006,2024-12-02 06:55:01,39.6,33.9,7.4,12.5
WX_0296808,ST_006,2026-08-21 19:45:11,18.6,99.3,28.6,14.0
WX_0064336,ST_006,2022-09-15 14:17:31,21.8,68.2,6.5,7.1
WX_0372654,ST_006,2025-09-10 13:54:07,36.5,72.3,16.9,13.3
WX_0429661,ST_006,2024-10-25 07:58:52,27.9,61.2,15.9,1.6
WX_0547124,ST_006,2022-02-17 14:57:56,8.3,48.6,26.4,1.7
WX_0300980,ST_006,2026-05-03 03:28:27,16.1,94.7,25.1,14.7
WX_0325394,ST_006,2025-02-03 20:49:43,24.6,87.3,28.0,6.8
WX_0400247,ST_006,2020-01-11 06:56:11,2.3,87.8,26.1,12.6
WX_0232876,ST_006,2025-05-01 11:23:26,25.5,92.9,16.8,11.1
WX_0052079,ST_006,2019-09-05 17:30:44,29.2,58.1,21.1,2.4
WX_0181813,ST_006,2023-10-23 07:37:16,39.8,81.3,10.2,9.2
WX_0041345,ST_006,2021-05-10 04:07:38,19.2,50.9,14.4,14.7
WX_0267741,ST_006,2019-09-21 18:16:24,37.2,10.6,1.9,4.1
WX_0581536,ST_006,2019-03-28 07:27:44,15.1,16.3,15.1,4.5
WX_0349249,ST_006,2022-08-17 02:19:34,34.8,90.0,20.2,10.6
WX_0518542,ST_006,2024-12-27 01:11:14,2.6,45.9,2.0,2.5
WX_0428428,ST_006,2026-12-09 00:53:03,36.2,21.9,16.4,14.0
WX_0114982,ST_006,2024-03-17 13:23:56,17.3,47.8,5.1,8.0
WX_0507934,ST_006,2019-01-07 00:21:43,28.1,69.4,5.8,2.0
WX_0055873,ST_006,2021-12-06 04:12:02,36.8,90.1,0.1,7.8
WX_0330578,ST_006,2025-09-14 11:12:49,37.3,69.7,22.1,11.5
WX_0442594,ST_006,2025-06-04 01:55:07,10.8,80.9,4.6,8.4
WX_0377763,ST_006,2025-09-17 04:42:52,2.1,46.0,18.0,3.6
WX_0582969,ST_006,2024-07-24 15:45:22,5.8,78.0,26.3,1.9
WX_0560306,ST_006,2019-06-18 02:31:52,13.2,90.9,7.7,11.6
WX_0516321,ST_006,2022-09-15 17:53:06,9.4,50.5,5.4,2.6
WX_0117358,ST_006,2026-12-01 16:37:14,7.4,95.6,12.7,14.1
WX_0566736,ST_006,2026-07-14 23:06:30,13.1,71.9,24.3,8.7
WX_0376256,ST_006,2024-12-28 13:35:25,23.1,45.0,5.1,4.4
WX_0405860,ST_006,2026-07-24 19:36:35,26.5,43.6,3.2,5.3
WX_0300934,ST_006,2020-10-09 02:00:06,36.0,51.2,11.0,13.8
WX_0212932,ST_006,2021-10-23 21:12:39,13.4,68.2,15.3,14.7
WX_0007582,ST_006,2022-10-02 00:58:06,17.4,97.3,2.0,7.3
WX_0522451,ST_006,2025-01-27 03:01:45,36.2,16.5,22.9,3.8
WX_0322511,ST_006,2023-04-28 18:09:41,23.4,32.4,4.9,2.9
WX_0457765,ST_006,2026-08-31 03:24:51,2.5,32.6,4.6,1.1
WX_0336665,ST_006,2022-07-30 08:02:16,37.7,94.4,29.6,5.6
WX_0254698,ST_006,2024-08-19 13:25:52,9.5,10.5,20.4,14.0
WX_0257530,ST_006,2024-06-02 22:51:06,32.2,11.3,28.1,14.8
WX_0069514,ST_006,2021-10-11 21:28:46,15.7,70.0,6.2,9.4
WX_0494282,ST_006,2021-11-25 21:04:50,26.1,51.0,20.2,12.1
WX_0561173,ST_006,2024-12-15 03:17:35,32.7,65.6,18.5,13.6
WX_0030923,ST_006,2019-12-26 15:02:30,11.4,52.2,10.2,12.7
WX_0354778,ST_006,2019-10-12 19:44:42,13.6,14.7,27.1,0.9
WX_0099989,ST_006,2024-05-06 01:33:46,38.1,20.4,7.1,2.3
WX_0140369,ST_006,2019-03-31 20:25:59,7.8,42.7,13.1,9.0
WX_0031440,ST_006,2021-05-28 05:15:21,13.6,47.7,21.0,10.7
WX_0344752,ST_006,2021-05-28 05:37:45,5.1,41.8,5.1,2.9
WX_0478537,ST_006,2019-03-01 05:36:06,20.8,26.9,18.5,13.9
WX_0507891,ST_006,2021-01-18 02:13:39,23.8,70.6,14.3,4.8
WX_0357164,ST_006,2024-08-28 11:48:49,24.9,36.3,7.8,0.7
WX_0321958,ST_006,2025-12-15 23:20:52,16.4,55.3,6.0,14.4
WX_0073500,ST_006,2023-01-31 02:26:49,9.0,16.4,17.9,13.5
WX_0282111,ST_006,2019-08-04 10:01:46,14.4,91.2,0.2,8.5
WX_0308804,ST_006,2021-01-29 11:18:34,15.7,56.6,24.7,7.8
WX_0585474,ST_006,2025-07-30 16:55:58,24.6,16.5,29.8,1.6
WX_0168001,ST_006,2025-05-16 00:57:27,17.7,78.8,29.0,10.0
WX_0175169,ST_006,2019-01-08 05:46:54,12.1,92.4,27.1,0.9
WX_0405312,ST_006,2026-10-17 22:52:37,37.8,53.3,6.7,7.6
WX_0248272,ST_006,2020-12-11 18:09:21,16.9,78.8,11.9,5.7
WX_0434895,ST_006,2024-12-07 19:24:02,8.2,25.9,28.5,3.1
WX_0228866,ST_006,2025-04-17 03:55:56,20.8,33.1,13.1,0.8
WX_0449766,ST_006,2023-11-09 14:20:50,19.1,17.1,8.0,8.6
WX_0050037,ST_006,2024-01-11 13:16:47,14.9,48.3,20.9,8.0
WX_0536784,ST_006,2019-01-09 10:27:55,19.8,22.3,0.9,1.8
WX_0162982,ST_006,2026-02-11 23:42:05,36.7,35.9,0.5,12.2
WX_0547258,ST_006,2023-11-02 14:21:31,23.0,94.8,27.0,14.9
WX_0561722,ST_006,2024-12-15 17:14:05,36.0,19.2,27.6,5.7
WX_0440530,ST_006,2024-10-13 00:26:46,17.9,46.8,28.7,8.8
WX_0200008,ST_006,2025-11-15 01:23:14,8.0,66.1,12.6,1.1
WX_0529834,ST_006,2024-02-12 05:01:31,2.8,73.0,9.5,12.2
WX_0316811,ST_006,2024-10-01 21:07:39,30.3,89.0,13.7,8.6
WX_0413637,ST_006,2021-12-09 20:08:04,9.9,81.9,9.0,4.7
WX_0226103,ST_006,2020-11-07 09:54:50,7.0,58.2,16.3,9.7
WX_0529560,ST_006,2026-12-07 01:46:05,32.5,77.5,21.2,4.6
WX_0190428,ST_006,2020-11-30 02:38:13,15.5,62.9,8.7,6.9
WX_0061948,ST_006,2024-09-28 13:42:39,21.5,51.1,15.7,8.7
WX_0453598,ST_006,2026-10-15 02:11:09,27.9,82.1,4.1,8.0
WX_0538489,ST_006,2019-05-01 21:52:20,12.3,38.9,7.1,8.5
WX_0345338,ST_006,2020-07-10 02:05:43,37.1,26.3,25.6,8.1
WX_0052980,ST_006,2020-01-19 08:59:35,17.1,60.5,13.6,2.8
WX_0375915,ST_006,2020-09-16 21:11:04,18.5,96.1,22.4,9.3
WX_0259548,ST_006,2026-03-09 07:18:49,34.0,74.2,6.6,9.9
WX_0356909,ST_006,2020-06-01 17:09:38,34.3,33.2,6.3,0.2
WX_0001179,ST_006,2021-01-20 16:57:32,3.0,68.5,28.6,14.4
WX_0260610,ST_006,2020-09-08 07:37:41,32.3,37.9,4.4,2.9
WX_0312823,ST_006,2019-04-08 03:48:31,24.1,59.4,5.0,1.5
WX_0574901,ST_006,2020-03-05 03:11:03,19.7,21.4,29.8,3.6
WX_0081064,ST_006,2023-10-06 20:39:44,18.0,93.2,28.3,8.3
WX_0235991,ST_006,2020-05-14 04:24:37,36.0,71.9,27.9,9.0
WX_0307834,ST_006,2021-02-03 12:14:35,7.2,18.7,28.5,10.3
WX_0105449,ST_006,2021-12-25 10:56:20,11.0,49.5,8.5,7.1
WX_0255005,ST_006,2023-03-10 08:24:41,3.5,70.3,16.5,2.2
WX_0308986,ST_006,2020-01-08 16:27:23,34.7,31.2,9.5,8.0
WX_0213922,ST_006,2021-01-04 02:40:49,10.6,10.2,5.8,6.6
WX_0072739,ST_006,2021-12-29 21:56:46,9.2,81.8,11.6,6.8
WX_0560799,ST_006,2021-04-05 16:06:59,27.5,65.9,18.8,12.8
WX_0042338,ST_006,2026-09-05 02:11:42,6.2,13.5,27.8,4.8
WX_0536939,ST_006,2019-11-07 12:24:08,27.3,67.4,5.1,12.6
WX_0247041,ST_006,2021-05-12 06:04:28,39.0,43.5,23.6,7.7
WX_0347355,ST_006,2023-08-16 03:12:50,31.4,67.9,0.6,14.5
WX_0123294,ST_006,2025-08-30 05:30:50,13.0,11.4,9.1,7.4
WX_0523086,ST_006,2025-10-31 13:51:27,31.6,66.1,5.6,9.2
WX_0496934,ST_006,2023-06-01 07:41:43,26.2,12.3,4.2,10.4
WX_0002088,ST_006,2022-06-30 11:06:49,17.7,79.3,6.3,3.9
WX_0518730,ST_006,2023-05-20 03:56:57,17.2,33.0,16.8,8.3
WX_0500633,ST_006,2022-08-23 09:07:10,31.9,78.7,7.6,0.2
WX_0579657,ST_006,2021-02-19 00:22:51,29.1,76.7,4.5,2.5
WX_0552469,ST_006,2020-02-29 03:49:43,39.6,22.8,19.3,8.3
WX_0515192,ST_006,2023-08-16 13:10:11,12.6,37.7,22.7,6.1
WX_0000538,ST_006,2021-12-30 14:51:41,29.6,33.9,5.7,10.7
WX_0550743,ST_006,2019-08-25 03:36:47,25.4,72.9,8.0,4.1
WX_0345234,ST_006,2024-01-17 10:37:52,19.9,79.7,13.7,11.7
WX_0196226,ST_006,2025-11-09 01:35:46,5.1,27.1,1.5,14.1
WX_0194500,ST_006,2025-09-21 14:35:52,12.4,93.5,24.4,3.6
WX_0508206,ST_006,2020-07-12 07:55:33,7.6,15.2,15.8,12.4
WX_0035484,ST_006,2022-04-28 09:45:48,13.8,92.9,4.8,12.5
WX_0202488,ST_006,2024-08-05 19:29:09,7.4,25.5,23.6,13.8
WX_0502255,ST_006,2020-04-27 14:58:19,32.4,15.4,22.9,8.0
WX_0455936,ST_006,2020-11-13 16:45:00,36.5,59.1,19.3,0.9
WX_0497273,ST_006,2026-01-11 23:24:09,22.4,31.3,22.1,3.4
WX_0082135,ST_006,2026-05-18 13:20:19,17.4,39.6,24.5,14.6
WX_0090807,ST_006,2024-07-23 16:19:11,4.9,42.3,0.8,13.2
WX_0333942,ST_006,2023-08-01 02:04:59,12.9,52.5,5.6,4.8
WX_0587328,ST_006,2021-08-27 23:03:51,29.0,43.2,18.6,14.0
WX_0234242,ST_006,2020-03-06 17:42:38,12.6,14.5,29.3,4.5
WX_0567114,ST_006,2021-10-17 03:09:38,2.2,61.2,0.3,5.6
WX_0557801,ST_006,2026-07-21 00:56:42,5.1,65.1,14.1,4.4
WX_0433884,ST_006,2024-02-08 10:29:45,23.3,47.3,24.8,8.6
WX_0249280,ST_006,2026-08-13 16:11:27,25.2,54.9,25.5,3.5
WX_0591692,ST_006,2020-07-29 05:09:57,15.7,46.6,23.3,4.9
WX_0108856,ST_006,2020-09-08 04:18:04,13.6,43.4,22.5,0.8
WX_0191190,ST_006,2019-06-06 01:41:38,10.8,10.4,20.0,5.4
WX_0393943,ST_006,2023-04-29 05:49:23,5.6,92.3,17.7,2.5
WX_0537147,ST_006,2026-10-28 11:08:06,18.3,43.3,19.9,12.5
WX_0128259,ST_006,2024-12-08 11:55:46,37.0,87.8,5.4,9.5
WX_0545817,ST_006,2024-08-31 23:49:20,39.0,72.4,5.2,7.8
WX_0293120,ST_006,2019-09-05 09:23:07,26.0,50.7,15.5,1.6
WX_0519542,ST_006,2023-02-15 23:58:48,31.4,93.7,11.5,0.8
WX_0568151,ST_006,2024-12-18 04:14:28,36.9,25.5,18.3,8.1
WX_0287237,ST_006,2026-09-17 00:37:21,32.3,21.6,21.3,6.0
WX_0580835,ST_006,2025-04-24 14:06:18,12.6,57.2,27.0,1.7
WX_0051636,ST_006,2021-09-27 14:41:24,13.4,37.5,27.7,8.9
WX_0428583,ST_006,2024-06-20 07:16:49,38.4,74.8,8.6,6.6
WX_0549737,ST_006,2021-08-06 23:18:11,19.2,30.2,10.3,4.6
WX_0049094,ST_006,2024-02-27 01:50:58,10.1,76.1,13.3,10.5
WX_0131695,ST_006,2020-02-09 06:17:00,20.2,92.6,21.5,2.7
WX_0214595,ST_006,2019-05-31 13:17:53,8.3,34.3,1.6,11.7
WX_0303690,ST_006,2024-10-25 12:04:14,7.3,60.4,5.6,6.7
WX_0106198,ST_006,2023-12-25 23:54:37,6.0,83.6,18.8,10.8
WX_0065644,ST_006,2024-07-30 14:21:42,3.7,52.6,23.7,13.0
WX_0491662,ST_006,2022-07-04 12:33:48,35.5,59.4,9.3,10.0
WX_0215228,ST_006,2024-06-19 19:56:21,20.1,72.5,16.6,7.1
WX_0208151,ST_006,2026-09-28 20:20:03,31.8,29.7,23.1,9.3
WX_0339573,ST_006,2019-08-31 23:18:54,23.0,53.2,1.9,3.0
WX_0588837,ST_006,2020-04-13 03:22:08,10.4,54.8,11.3,1.6
WX_0000940,ST_006,2026-12-24 17:42:08,36.8,27.0,12.8,14.1
WX_0451095,ST_006,2026-11-13 10:04:29,29.7,64.9,4.0,5.1
WX_0356086,ST_006,2025-06-09 04:21:35,32.2,53.6,15.5,10.0
WX_0153604,ST_006,2019-09-12 17:19:33,19.2,42.5,2.3,2.8
WX_0453442,ST_006,2019-10-14 18:43:57,4.5,46.9,21.1,1.2
WX_0570883,ST_006,2023-01-06 10:46:14,25.4,17.8,22.2,1.6
WX_0129913,ST_006,2022-11-07 05:55:13,5.7,16.8,16.8,3.1
WX_0124527,ST_006,2022-09-22 22:54:12,33.0,51.6,4.0,1.4
WX_0211923,ST_006,2022-05-16 15:04:27,8.0,62.9,8.9,13.2
WX_0199504,ST_006,2019-03-20 18:24:26,17.9,83.4,8.2,1.5
WX_0029175,ST_006,2021-11-28 12:19:30,24.8,49.3,0.6,12.5
WX_0246541,ST_006,2022-10-04 09:16:59,25.9,83.5,29.3,7.4
WX_0151097,ST_006,2026-09-24 15:55:09,11.0,72.7,14.8,14.1
WX_0528778,ST_006,2025-04-15 21:42:03,36.4,97.9,8.6,7.7
WX_0054597,ST_006,2026-07-30 17:09:46,19.9,84.3,24.4,12.2
WX_0568143,ST_006,2021-04-02 03:07:58,3.8,74.4,12.1,10.4
WX_0341111,ST_006,2020-12-15 07:31:41,4.7,23.3,14.7,11.7
WX_0283016,ST_006,2021-03-07 11:01:33,11.8,28.9,22.9,3.2
WX_0286763,ST_006,2024-04-26 15:33:14,31.7,67.1,26.8,1.4
WX_0025204,ST_006,2022-04-08 05:45:00,18.1,40.3,8.3,12.4
WX_0285360,ST_006,2023-02-05 22:07:37,18.5,55.8,16.5,12.4
WX_0066826,ST_006,2023-10-09 09:24:12,37.4,98.3,19.5,4.5
WX_0336970,ST_006,2023-08-19 14:06:43,12.7,46.1,23.6,3.8
WX_0298291,ST_006,2026-02-04 23:35:38,18.2,67.6,26.0,6.9
WX_0587321,ST_006,2020-08-30 22:15:56,31.9,87.3,15.1,1.9
WX_0338805,ST_006,2020-08-22 10:12:24,22.8,60.4,14.3,12.5
WX_0443974,ST_006,2021-05-23 00:16:47,13.9,82.9,4.5,14.1
WX_0547339,ST_006,2022-02-02 00:16:39,31.7,41.0,10.1,8.4
WX_0456800,ST_006,2021-02-05 05:31:47,23.5,27.9,22.2,2.0
WX_0413366,ST_006,2026-07-20 23:35:36,13.3,22.2,9.7,10.8
WX_0047903,ST_006,2024-12-05 10:20:57,2.6,31.1,29.7,12.5
WX_0478827,ST_006,2024-09-21 02:24:16,36.2,74.0,15.6,6.3
WX_0524810,ST_006,2026-01-09 03:07:44,25.3,64.9,24.8,11.2
WX_0409879,ST_006,2024-05-04 05:40:46,25.8,62.2,19.4,5.4
WX_0214770,ST_006,2026-11-04 00:02:37,3.6,76.0,18.4,11.9
WX_0256932,ST_006,2020-07-10 04:24:24,18.5,21.6,8.9,1.3
WX_0334811,ST_006,2021-04-21 13:08:35,4.8,35.7,16.3,14.6
WX_0130156,ST_006,2023-09-16 06:21:11,38.6,16.0,17.1,7.2
WX_0314484,ST_006,2022-02-27 11:16:56,22.3,22.2,14.3,2.6
WX_0565726,ST_006,2021-11-30 09:06:44,13.3,67.8,4.1,9.1
WX_0385196,ST_006,2020-01-02 20:07:26,16.6,56.9,4.7,7.0
WX_0386084,ST_006,2023-11-09 20:26:01,3.0,51.3,12.1,10.5
WX_0358846,ST_006,2026-02-17 03:27:28,23.1,29.0,19.5,14.0
WX_0136374,ST_006,2023-08-15 10:43:00,13.2,68.7,14.2,9.6
WX_0545013,ST_006,2023-11-17 07:31:22,24.2,60.4,25.4,14.3
WX_0283220,ST_006,2024-11-08 07:39:57,31.8,87.9,6.3,11.2
WX_0360885,ST_006,2019-03-31 20:20:52,36.7,16.9,0.1,0.7
WX_0012053,ST_006,2021-08-29 15:18:22,18.7,57.9,5.1,6.1
WX_0032206,ST_006,2024-05-25 12:02:54,16.6,94.1,15.1,2.9
WX_0020973,ST_006,2020-05-19 13:26:44,14.5,46.1,21.5,10.0
WX_0294927,ST_006,2021-01-06 13:32:44,37.8,35.7,13.8,10.1
WX_0015946,ST_006,2026-09-29 09:20:37,18.1,82.7,12.6,0.2
WX_0070296,ST_006,2021-04-21 21:37:56,38.9,88.5,18.1,13.4
WX_0231485,ST_006,2020-04-14 15:53:33,2.9,82.8,29.6,1.0
WX_0263638,ST_006,2024-01-30 05:04:17,2.0,67.6,26.9,1.1
